0.8660254038	1.20000000e+01
0.9952748336	0.00000000e+00
0.9991099565	3.00000000e-03
0.9996060598	3.00000000e-03
0.9997650784	3.00000000e-03
0.9999915350	3.50000000e-03
0.9999938472	7.50000000e-03
0.9999945063	4.00000000e-03
0.9999973450	1.05000000e-02
0.9999975496	6.50000000e-03
0.9999990963	4.00000000e-03
0.9999992805	1.35000000e-02
0.9999996401	1.55000000e-02
0.9999998980	2.10000000e-02
0.9999999744	-8.50000000e-03
0.9999999747	3.05000000e-02
0.9999999751	-8.50000000e-03
0.9999999759	-8.50000000e-03
0.9999999768	-6.50000000e-03
0.9999999776	-1.25000000e-02
0.9999999784	-5.00000000e-03
0.9999999787	-8.50000000e-03
0.9999999790	-1.05000000e-02
0.9999999842	3.80000000e-02
0.9999999851	5.00000000e-03
0.9999999855	-6.00000000e-03
0.9999999856	5.20000000e-02
0.9999999859	2.90000000e-02
0.9999999861	1.80000000e-02
0.9999999873	7.90000000e-02
0.9999999876	8.65000000e-02
0.9999999880	9.60000000e-02
0.9999999883	1.01000000e-01
0.9999999884	1.19500000e-01
0.9999999888	1.23000000e-01
0.9999999890	1.25000000e-01
0.9999999893	1.23500000e-01
0.9999999903	1.11500000e-01
0.9999999904	1.21000000e-01
0.9999999906	1.07000000e-01
0.9999999909	1.15000000e-01
0.9999999940	9.50000000e-02
0.9999999956	8.65000000e-02
0.9999999970	3.90000000e-02
0.9999999973	7.50000000e-02
0.9999999976	6.20000000e-02
0.9999999991	5.20000000e-02
