0.8660254038	1.20000000e+01
0.9967056251	5.00000000e-04
0.9988955160	1.00000000e-03
0.9989227124	1.50000000e-03
0.9994790279	5.00000000e-04
0.9997362228	-1.50000000e-03
0.9998084790	-1.50000000e-03
0.9998935005	-1.00000000e-03
0.9999382625	0.00000000e+00
0.9999640107	2.50000000e-03
0.9999901945	6.00000000e-03
0.9999965392	6.50000000e-03
0.9999989143	8.50000000e-03
0.9999996330	1.45000000e-02
0.9999998910	2.25000000e-02
0.9999999570	-1.55000000e-02
0.9999999585	-1.55000000e-02
0.9999999587	-2.20000000e-02
0.9999999590	-1.70000000e-02
0.9999999614	-1.50000000e-02
0.9999999618	-1.80000000e-02
0.9999999620	-1.70000000e-02
0.9999999659	-1.80000000e-02
0.9999999684	2.90000000e-02
0.9999999698	-7.00000000e-03
0.9999999719	1.05000000e-02
0.9999999723	5.00000000e-03
0.9999999731	3.95000000e-02
0.9999999741	6.10000000e-02
0.9999999753	-1.15000000e-02
0.9999999756	2.75000000e-02
0.9999999780	7.00000000e-02
0.9999999789	8.35000000e-02
0.9999999810	4.35000000e-02
0.9999999812	9.65000000e-02
0.9999999816	9.15000000e-02
0.9999999828	1.10500000e-01
0.9999999841	1.02500000e-01
0.9999999863	1.10000000e-01
0.9999999874	1.09000000e-01
0.9999999911	1.08500000e-01
0.9999999925	1.03000000e-01
0.9999999934	5.45000000e-02
0.9999999945	9.75000000e-02
0.9999999975	8.85000000e-02
0.9999999986	6.70000000e-02
0.9999999997	7.50000000e-02
